Name,cluster
Бокс зовнішній Білмакс IP31 БМ- 40С 250*400*140,26
Лампа для холодильника РП Іскра Е14 230B 15W S25 прозора,3
Лампа для духовки Osram SPC.T OVEN CL 15W 230V E14 прозора,3
Індикатор модульний LED УЕК ЛС-47М жовтий MLS20-230-K05,4
Шина Hager з’єднувальна вилочна 2-полюсний 57 модулів 10 мм.кв. FORK KDN263B,57
Тримач з клемами 11*N+11*PE/3*N+3*PE Hager VZ461 до щитів Volta,23
Блок фазних клем Hager KN22P,35
Блок фазних клем Hager KN18P,35
"Вимикач автоматичнийдля захисту двигуна 3-полюсний ETI MS25-10 (6,3-10) 4600100",58
"Корпус E.Next e.mbox.stand.n.48.z металевий, під 48 мод., навісний, з замком  s0100124",25
Реле проміжне 12V DC 10A УЕК РЭК77/3 RRP10-3-10-012D-U,20
Перемикач I-0-II 230V 2-полюсний Hager SFB216 16А вихід знизу (Перемикач вводу резерву),15
"Вимикач автоматичний 1-полюсний E.Next 4,5кА s002008 16A e.mcb.stand.45.1.C16",42
Перемикач I-0-II 230V 1-полюсний Hager SFB116 16А вихід знизу,15
Лічильник 3 фазний 5-120А електронний активної енергії NIK-2301 AP3.0000.0.11 (АП3),36
Вимикач-роз‘єднувач 3-полюсний Коренево ВР32-31 100А/1 В31250-32 УХЛЗ,43
Запобіжник 400V ETI CH 8*32 gG 10А 2610007,54
"Сигнальний кабель 6х0.22 біметал, неекранований Alarm Cable",55
Конектор 8р8с 5 категорії екранований RJ45,39
Реле проміжне 230V AC 10А E.Next e.control.p1046 i.ly4.230ac,20
Вимикач автоматичний 1-полюсний Hager 6kA MB116A B 16A,59
"Корпус E.Next e.mbox.stand.n.f1.12.z.e металевий, під 1-ф. електронний лічильник, 12 мод., навісний, з замком",25
Наконечник УЕК мідний луджений 10/ 6 JG-10 UNP40-010-06-06,60
"Вимикач автоматичний 2-п С 63А 4,5кА EASY9 230В Schneider EZ9F34263",38
Гільза УЕК алюмінієва 25 GL-25 UGL10-025-07-U,61
Наконечник УЕК мідний луджений 25/ 8 JG-25 UNP40-025-07-08,60
Наконечник УЕК мідний луджений 16/ 8 JG-16 UNP40-016-06-08,60
Блок PE-клем Hager KN22E,35
Блок N-клем Hager KN22N,35
Лампа люмінесцентна Philips G5 6W/33 TL,3
Лампа компактна Osram G23 9W/840 DULUX S,34
"Сутінкове реле E.Next e.sensor.light-conrol.302.white(білий), 10А, IP44 s061007",55
"OLFLEX HEAT 180 SiF провід силіконовий термостійкий 0,75",33
Блок фазних клем Hager KN14P,35
Вимикач автоматичний 3-полюсний Hager 6kA MC310A C 10A,62
Індикатор модульний LED Hager SVN127 3 червоних,4
"УЕК інструмент обжимний KO-01 (1,5-6,0) TKL10-D15-006",8
Патрон люстровий з гайкою E.Next Е14 s9100006 білий,30
Коробка розподільна для гіпсокартона IP20 Schneider IMT35160 80*45,40
Вимикач автоматичний 1-полюсний Hager 6kA MB110A B 10A,59
Вимикач автоматичний 2-полюсний Hager 6kA MB216A B 16A,59
"АВВГ кабель вітчизняний 4* 2,5",56
Контактор 230V Hager ESC225 25A 2нв,12
"Клема з’єднувальна з нажимним важелем Wago 222-413 для 3 гнучких проводів 0,08-4 кв.мм сіра",48
"Клема з’єднувальна з нажимним важелем Wago 222-413 для 3 гнучких проводів 0,08-4 кв.мм сіра",48
"Лампа галогенова капсульна 12V Philips GY6,35 20W 13104 Caps.line(uv)",3
Прожектор LED УЕК IP65 4000Lm 50W/6500K СДО06-50 LPDO601-50-40-K02-U,4
Блок відгалужувальний Hager KJ02D,56
Лампа люмінесцентна Philips G5 6W/54 TL,3
Лампа люмінесцентна Philips G13 18W/33 TLD Standart,3
"Клема з’єднувальна з нажимним важелем Wago 222-413 для 3 гнучких проводів 0,08-4 кв.мм сіра",48
Корпус накладний прозора дверка Cosmos IP40/II Hager VD118TD 18 модулів 200*292.5*91mm,-1
Роз’єм модульний до реле ly4 10А E.Next e.control.p104s i.ptf.14a,21
Реле проміжне 12V DC 10А E.Next e.control.p1041 i.ly4.12dc,20
Зажим клемний DIN-рейку УЕК ЗНИ- 6 50А сiрий YZN10-006-K03,18
Зажим клемний DIN-рейку УЕК ЗНИ- 6 50А синій YZN10-006-K07,18
"Шина ""N"" DIN-iзольована E.Next p0650011 e.bsi.pro.2.6 (6 відгалужень)",49
Заглушка УЕК 12 модулів біла YZM10-12-K01,-1
"Шина ""N"" DIN в корпусі E.Next p0650001 2* 7 груп e.cbs.pro.2.7",49
Шина Hager з’єднувальна штирьова 1-полюсна 12 модулів 10 мм2 PIN KB163A сіра,-1
Шина Hager з’єднувальна вилочна 2-полюсна 12 модулів 10 мм2 FORK KDN263A,57
Шина Hager з’єднувальна вилочна 1-полюсна 12 модульна 10 мм.кв. FORK KDN163A,57
Вимикач автоматичний 1-полюсний Hager 6kA MB132A B 32A,59
Вимикач автоматичний 1-полюсний Hager 6kA MC140A C 40A,44
"Диференційне реле 2-полюсне Hager CD263J A-63/0,03А",9
ПВ-3 провід перетином 2.5,63
"ПВС кабель вітчизняний 3* 2,5 чорний",56
Коробка розподільна IP55 Spelsberg 332-912 I12-L 85*85*37 сіра 33291201,1
"Клема з’єднувальна з нажимним важелем Wago 222-413 для 3 гнучких проводів 0,08-4 кв.мм сіра",48
Патрон люстровий з гайкою E.Next e.lamp socket with nut.E27.pl.white Е27 s9100016 білий,31
"Трубка термоусаджувальна 4,0/2,0",64
"АВВГ кабель вітчизняний 2* 2,5",56
Затискач анкерний натяжний 2*(16-25) вітчизняний ЗА 1.1,51
Патрон підвісний керамічний E.Next Е27 s9100014,65
"Трубка термоусаджувальна 5,0/2,5",64
"Трубка термоусаджувальна 3,0/1,5",64
"OLFLEX HEAT 180 SiF провід силіконовий термостійкий 1,0",33
Лампа компактна Osram G23 9W/840 DULUX S,34
"Інструмент E.Next e.tool.crimp.hs.313 для обтиску, різки, зачистки проводів t002016",24
Лічильник однофазний E.Next e.control.w04m 5(45)А електронний клас 1.0 (некомерційний облік) i0310031m,53
"РЖ кабель FinMark F6TSVcu RG-6 1,0 trishield (екран 64*0,16мм)",-1
"Вимикач автоматичний 3-полюсний E.Next 4,5кА e.mcb.stand.45.3.C.63 s002037",42
Реле проміжне 230V AC 10А E.Next e.control.p1046 i.ly4.230ac,20
Лампа компактна Osram G23 9W/840 DULUX S,34
Викрутка-пробник електронна УЕК ОП-2е TPR20,32
Викрутка-пробник УЕК ОП-1 TPR10,32
Коробка розподільна IP55 Spelsberg 310-908 Mini25-L 89*43*37 сіра (31090801),1
Корпус пластиковий зовнішній з кришкою прозора IP30 УЕК КМПн 2/ 6 MKP42-N-06-30-09,47
"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 10А MVA20-1-010-C-U",43
Реле часу багатофункціональне E.Next e.control.t06m p0690012,53
Перемикач клавішний KCD5-2-101 B/B круглий мініатюрний чорний АСКО-УКРЕМ A0140040132,16
Реле проміжне 230V AC 10А E.Next e.control.p1036 i.ly3.230ac,20
Роз’єм модульний до реле ly3 10А E.Next e.control.p103s i.ptf.11a,21
"Щит 0,25кВт IP30 УЕК ЯТП 0,25 220/12-2 MTT12-012-0250",29
Світильник вбудований круглий LED D119 1710lm Lezard 119-CCEL-4218 18W/4200K,4
"Спіральна обв'язка E.Next e.spiral.stand.6.black, 4-50 мм, 10м, чорна  s2038011",45
"ШВВП провід вітчизняний 2*1,5",56
Лампа LED E27 Lezard 220V A60 11W/4200 442-A60-2711,4
Корпус щита пластиковий Білмакс IP20 без кришки 3-4 модулі,26
"Пластикова рамка E.Next  e.f.es.rxj.01, для намотування кабелю s042201",66
"Клема з’єднувальна з пастою Wago 273-503 для 3 проводів 1,5-4 кв.мм сіра (для монолітних проводів)",48
"Шина ""N"" DIN в корпусі E.Next p0650004 4* 7 груп e.cbs.pro.4.7",49
"Вимикач автоматичний 3-полюсний УЕК 4,5кА ВА47-29 C 16А MVA20-3-016-C-U",43
Коробка для 1(3)-фазного лічильника NIK IP54 DOT.3-1 (випуклий),67
Коробка для 1(3)-фазного лічильника NIK IP54 DOT.3-1 (випуклий),67
Коробка для 1(3)-фазного лічильника NIK IP54 DOT.3-1 (випуклий),67
Лампа галогенова 12V Feron G4 10W JC 442,52
Кабельний ввід латунний E.Next e.met.pg.stand.7 s051007,68
Роз’єм модульний до реле ly4 10А E.Next e.control.p104s i.ptf.14a,21
"Реле проміжне E.Next e.control.p1046L з Led індикацією 10А, 4 групи контактів, котушка 230В АC i.ly4n.230ac",20
Корпус пластиковий зовнішній IP65 УЕК ЩМПп 300*200*130 УХЛ1 MKP93-N-302013-65-U,47
Лічильник 3 фазний 5-120А електронний активної енергії NIK-2301 AP3.0000.0.11 (АП3),36
Контакт для кнопок Аско ZB2-BE101 NO A0140010025,1
"Шина з'єднувальна E.Next e.bc.stand.3.12.63, 3п., 63 А, 12 модулів  s017008",17
Патрон підвісний керамічний E.Next Е27 s9100014,65
Контактор 230V Hager безшумний ESC463S 63A 4нв,22
Лампа комактна люмінісцентна 2G7 11W/840 DULUX S/Е Osram 4050300020181,0
Роз’єм модульний до РЭК78/3 УЕК РРМ78/3 RRP20D-RRM-3,18
Реле проміжне 230V AC 3А УЕК РЕК78/4 RRP20-4-03-220A,22
"Диференційне реле 2-полюсне Hager CF263J A-63/0,3А",9
"Клема з’єднувальна з нажимним важелем Wago 221-415 для 5 гнучких проводів 0,14-4 кв.мм прозора",48
Наконечник УЕК мідний луджений 10/ 6 JG-10 UNP40-010-06-06,60
Наконечник УЕК мідний луджений 16/ 8 JG-16 UNP40-016-06-08,60
Наконечник УЕК мідний луджений 25/ 8 JG-25 UNP40-025-07-08,60
"ВВГнгд кабель вітчизняний 2* 1,5",56
"Лампа LED 230V MR16 Lezard GU5,3 5,0W/4200 442-MR16-05",4
"Клема з’єднувальна з нажимним важелем Wago 221-412 для 2 гнучких проводів 0,14-4 кв.мм прозора",48
"Клема з’єднувальна з важелем Wago 221-413 для 3 гнучких проводів 0,14-4 кв.мм прозора",48
Наконечник УЕК мідний луджений 35/ 8 JG-35 UNP40-035-08-08,60
Гільза мідна луджена 10,61
Гільза мідна луджена 25,61
Гільза мідна луджена 6,61
Диференційний автомат 1-модульний 1-полюсний+N RESI9 Schneider 6kA AC R9D87616 16A/30mА,38
"Вимикач автоматичний 2-полюсний УЕК 4,5кА ВА 47- 29 C 63А MVA20-2-063-C",43
"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 63А MVA20-1-063-C-U",43
Реле імпульсне 230V DIN Hager EPN515 (1 нормально відкритий контакт + 1 нормально закритий контакт) 3500W,22
Контактор 230V Hager ESC227 25A 1нв+1нз,12
Клемник ввідно-розгалуджувальний 1 полюсний (35кв.мм) Hager K64 до щитів Univers 100А на полюс,-1
Контактор 230V Hager ESC226 25A 2нз,12
Детектор скритої проводки E.Next e.tool.multitest.03 p0470022,24
Розетка 380V каучукова настінна IP44 Lezard 3P+N 32А 332-0100-0202 чорна,11
"OLFLEX HEAT 180 SiF провід силіконовий термостійкий 0,5",33
Лампа свіча Іскра Е14 40W B36 прозора,2
Роз’єм модульний до реле ly4 10А E.Next e.control.p104s i.ptf.14a,21
Роз’єм модульний до реле ly4 10А E.Next e.control.p104s i.ptf.14a,21
Роз’єм модульний до реле ly4 10А E.Next e.control.p104s i.ptf.14a,21
Лампа комактна люмінісцентна 2G7 11W/840 DULUX S/Е Osram 4050300020181,0
Вилка 2п Legrand 16А 50183 біла,10
"Вимикач автоматичний 1-полюсний E.Next 4,5кА s002012 40A e.mcb.stand.45.1.C40",42
Контактор 230V Hager ESC227 25A 1нв+1нз,12
Корпус пластиковий зовнішній з кришкою прозора IP31 УЕК КМПн 2/ 9-2 MKP42-N-09-31-02,47
Вимикач автоматичний 1-полюсний Hager 6kA MC110A C 10A,62
Корпус пластиковий зовнішній без кришки IP20 УЕК КМПн 1/2 MKP31-N-02-30-252,47
"Затискач проколюючий вітчизняний ЗПАм (магiстраль 10-95 / вiдгалудження 1,5-10)",51
Патрон пластиковий підвісний E.Next e.lamp socket pendant.E27.pl.white Е27 з кабелем 15см та клемною колодкою білий,31
Адаптер Legrand 50385 американський стандарт,-1
Імпульсно-запалювальний пристрій E.Next e.ignitor.3.wire.70.400 (ИЗУ)  l0410001,24
Світильник вбудований круглий LED D100 855lm Lezard 100-CCEL-4209 9W/4200K білий,4
Світильник вбудований круглий LED D100 855lm Lezard 100-CCEL-4209 9W/4200K білий,4
Лампа свіча Іскра Е14 230В 60W В36 прозора,2
Лампа розжарювання 75W E27 230V A55 Iskra прозора в манжеті,69
Лампа розжарювання 75W E27 230V A55 Iskra прозора в манжеті,69
Корпус щита пластиковий зовнішній IP65 ETI ECH 4G 1101060 прозора вертикальна дверка,41
Контактор 230V Hager ESC227 25A 1нв+1нз,12
Колодка із заземлюючим контактом та вимикачем Lezard Letitia 4 гнізда 721-0400-402,10
Патрон люстровий з гайкою E.Next e.lamp socket with nut.E27.pl.white Е27 s9100016 білий,31
Конектор 8р8с 5 категорії RJ45,39
Накладка резинова для конектора 8р8с RJ45,39
"Датчик руху інфрачервоний стельовий, що вбудовується E.Next e.sensor.pir.42.white(білий), 360°, IP20  s061011",55
Роз’єм модульний до реле ly4 10А E.Next e.control.p104s i.ptf.14a,21
Реле проміжне 230V AC 10А E.Next e.control.p1046 i.ly4.230ac,20
"Реле тимчасового ввімкнення (0,3-30 сек) при подачі напруги E.Next e.control.t16 i0310028",53
Контактор 230V Hager ESC225 25A 2нв,12
Перемикач I-0-II 230V 2-полюсний Hager SFT225 25А вихід зверху,14
Перемикач I-0-II 230V 2-полюсний Hager SFT240 40А вихід зверху,14
"Термостат з датчиком підлоги+повітря Terneo pro білий 16А+5,+60",10
Індикатор модульний LED Hager SVN123 жовтий,4
"Патрон керамічний Е27 без кріплення, мідний контакт (Без маркування) E.Next s9100117p",65
Клемна колодка в корпусі Аско ТВ 2503 A0130050007,1
Коробка розподільна IP44 УЕК 85*85*40 КМ41235 UKO11-085-085-040-K41-44,40
"ВВГнг кабель вітчизняний 2* 2,5",56
Вимикач 2-клавішний ETI IP54/IP44 VHE-2 білий 4668001,-1
"Диференційне реле 2-полюсне Hager CF263J A-63/0,3А",9
Вимикач автоматичний 3-полюсний Hager 6kA MC320A C 20A,-1
Перемикач I-0-II 230V 1-полюсний Hager SFT132 32А вихід зверху,14
Контактор 230V Hager ESC225 25A 2нв,12
Перемикач DIN I-0-II 2-полюсний E.Next e.is3.pro.2.40 40А p008024,5
Лампа розжарювання 75W E27 230V A55 Iskra прозора в манжеті,69
ПРА електронне Feron 1*30W EB51S T8 30W 515,70
Вимикач автоматичний 2-полюсний Hager 6kA MB232A B 32A,59
Таймер електронний E.Next e.control.t08m i0310034,53
Перемикач I-0-II 230V 2-полюсний Hager SFT232 32А вихід зверху,14
Корпус щита пластиковий зовнішній IP65 ETI ECH 4G 1101060 прозора вертикальна дверка,41
Коробка установочна MB001 D65×45 для суцільних стін Plank PLK5001500,1
"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 25А MVA20-1-025-C-U",43
"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 32А MVA20-1-032-C-U",43
Розетка із заземлюючим контактом із захистом Sedna SDN3000121 біла,-1
Рамка 5-а Sedna SDN5800921 біла,71
Лічильник 1 фазний багатотарифний 5- 60А електронний A (активної енергії) NIK 2104 AP2T.1000.C.11,36
